company_name,acc_year,dev_year,dev_lag,incurred_loss,cumulative_paid_loss,bulk_loss,net_ep,ye_1997_reserves
Northwest Gf Mut Ins Co,1995,1999,5,31,31,0,171,98
Northwest Gf Mut Ins Co,1995,2000,6,31,31,0,171,98
Northwest Gf Mut Ins Co,1995,2001,7,31,31,0,171,98
Northwest Gf Mut Ins Co,1995,2002,8,31,31,0,171,98
Northwest Gf Mut Ins Co,1995,2003,9,31,31,0,171,98
Northwest Gf Mut Ins Co,1995,2004,10,31,31,0,171,98
Northwest Gf Mut Ins Co,1996,1996,1,89,33,46,166,98
Northwest Gf Mut Ins Co,1996,1997,2,70,40,23,166,98
Northwest Gf Mut Ins Co,1996,1998,3,78,55,5,166,98
Northwest Gf Mut Ins Co,1996,1999,4,73,72,0,166,98
Northwest Gf Mut Ins Co,1996,2000,5,73,72,0,166,98
Northwest Gf Mut Ins Co,1996,2001,6,73,72,0,166,98
Northwest Gf Mut Ins Co,1996,2002,7,72,72,0,166,98
Northwest Gf Mut Ins Co,1996,2003,8,72,72,0,166,98
Northwest Gf Mut Ins Co,1996,2004,9,72,72,0,166,98
Northwest Gf Mut Ins Co,1996,2005,10,72,72,0,166,98
Northwest Gf Mut Ins Co,1997,1997,1,75,29,46,186,98
Northwest Gf Mut Ins Co,1997,1998,2,46,29,17,186,98
Northwest Gf Mut Ins Co,1997,1999,3,34,29,5,186,98
Northwest Gf Mut Ins Co,1997,2000,4,29,29,0,186,98
Northwest Gf Mut Ins Co,1997,2001,5,29,29,0,186,98
Northwest Gf Mut Ins Co,1997,2002,6,29,29,0,186,98
Northwest Gf Mut Ins Co,1997,2003,7,29,29,0,186,98
Northwest Gf Mut Ins Co,1997,2004,8,29,29,0,186,98
Northwest Gf Mut Ins Co,1997,2005,9,29,29,0,186,98
Northwest Gf Mut Ins Co,1997,2006,10,29,29,0,186,98
Otsego Mut Fire Ins Co,1988,1988,1,7,1,1,44,280
Otsego Mut Fire Ins Co,1988,1989,2,12,0,0,44,280
Otsego Mut Fire Ins Co,1988,1990,3,11,2,0,44,280
Otsego Mut Fire Ins Co,1988,1991,4,28,24,0,44,280
Otsego Mut Fire Ins Co,1988,1992,5,27,25,0,44,280
Otsego Mut Fire Ins Co,1988,1993,6,28,27,0,44,280
Otsego Mut Fire Ins Co,1988,1994,7,27,27,0,44,280
Otsego Mut Fire Ins Co,1988,1995,8,27,27,0,44,280
Otsego Mut Fire Ins Co,1988,1996,9,27,27,0,44,280
Otsego Mut Fire Ins Co,1988,1997,10,27,27,0,44,280
Otsego Mut Fire Ins Co,1989,1989,1,12,2,1,43,280
Otsego Mut Fire Ins Co,1989,1990,2,9,3,0,43,280
Otsego Mut Fire Ins Co,1989,1991,3,2,7,0,43,280
Otsego Mut Fire Ins Co,1989,1992,4,49,16,0,43,280
Otsego Mut Fire Ins Co,1989,1993,5,66,55,0,43,280
Otsego Mut Fire Ins Co,1989,1994,6,69,61,0,43,280
Otsego Mut Fire Ins Co,1989,1995,7,69,65,0,43,280
Otsego Mut Fire Ins Co,1989,1996,8,66,65,0,43,280
Otsego Mut Fire Ins Co,1989,1997,9,66,65,0,43,280
Otsego Mut Fire Ins Co,1989,1998,10,66,65,0,43,280
Otsego Mut Fire Ins Co,1990,1990,1,12,2,1,43,280
Otsego Mut Fire Ins Co,1990,1991,2,11,5,0,43,280
Otsego Mut Fire Ins Co,1990,1992,3,47,8,0,43,280
Otsego Mut Fire Ins Co,1990,1993,4,73,44,0,43,280
Otsego Mut Fire Ins Co,1990,1994,5,83,49,0,43,280
Otsego Mut Fire Ins Co,1990,1995,6,81,51,0,43,280
Otsego Mut Fire Ins Co,1990,1996,7,122,79,0,43,280
Otsego Mut Fire Ins Co,1990,1997,8,126,87,0,43,280
Otsego Mut Fire Ins Co,1990,1998,9,137,102,0,43,280
Otsego Mut Fire Ins Co,1990,1999,10,126,126,0,43,280
Otsego Mut Fire Ins Co,1991,1991,1,31,1,1,45,280
Otsego Mut Fire Ins Co,1991,1992,2,81,7,0,45,280
Otsego Mut Fire Ins Co,1991,1993,3,109,44,0,45,280
Otsego Mut Fire Ins Co,1991,1994,4,112,82,0,45,280
Otsego Mut Fire Ins Co,1991,1995,5,138,95,0,45,280
Otsego Mut Fire Ins Co,1991,1996,6,124,124,0,45,280
Otsego Mut Fire Ins Co,1991,1997,7,124,121,0,45,280
Otsego Mut Fire Ins Co,1991,1998,8,124,124,0,45,280
Otsego Mut Fire Ins Co,1991,1999,9,124,124,0,45,280
Otsego Mut Fire Ins Co,1991,2000,10,124,124,0,45,280
Otsego Mut Fire Ins Co,1992,1992,1,9,1,3,47,280
Otsego Mut Fire Ins Co,1992,1993,2,10,3,0,47,280
Otsego Mut Fire Ins Co,1992,1994,3,32,7,0,47,280
Otsego Mut Fire Ins Co,1992,1995,4,44,28,0,47,280
Otsego Mut Fire Ins Co,1992,1996,5,48,35,0,47,280
Otsego Mut Fire Ins Co,1992,1997,6,54,37,0,47,280
Otsego Mut Fire Ins Co,1992,1998,7,51,42,0,47,280
Otsego Mut Fire Ins Co,1992,1999,8,46,46,0,47,280
Otsego Mut Fire Ins Co,1992,2000,9,46,46,0,47,280
Otsego Mut Fire Ins Co,1992,2001,10,46,46,0,47,280
Otsego Mut Fire Ins Co,1993,1993,1,10,1,11,56,280
Otsego Mut Fire Ins Co,1993,1994,2,14,3,0,56,280
Otsego Mut Fire Ins Co,1993,1995,3,22,6,0,56,280
Otsego Mut Fire Ins Co,1993,1996,4,46,10,0,56,280
Otsego Mut Fire Ins Co,1993,1997,5,36,16,0,56,280
Otsego Mut Fire Ins Co,1993,1998,6,31,19,0,56,280
Otsego Mut Fire Ins Co,1993,1999,7,35,23,0,56,280
Otsego Mut Fire Ins Co,1993,2000,8,49,34,0,56,280
Otsego Mut Fire Ins Co,1993,2001,9,76,76,0,56,280
Otsego Mut Fire Ins Co,1993,2002,10,76,76,0,56,280
Otsego Mut Fire Ins Co,1994,1994,1,19,2,1,64,280
Otsego Mut Fire Ins Co,1994,1995,2,49,14,0,64,280
Otsego Mut Fire Ins Co,1994,1996,3,84,28,0,64,280
Otsego Mut Fire Ins Co,1994,1997,4,109,36,0,64,280
Otsego Mut Fire Ins Co,1994,1998,5,112,58,0,64,280
Otsego Mut Fire Ins Co,1994,1999,6,125,72,0,64,280
Otsego Mut Fire Ins Co,1994,2000,7,126,97,0,64,280
Otsego Mut Fire Ins Co,1994,2001,8,138,112,0,64,280
Otsego Mut Fire Ins Co,1994,2002,9,139,114,0,64,280
Otsego Mut Fire Ins Co,1994,2003,10,141,115,0,64,280
Otsego Mut Fire Ins Co,1995,1995,1,12,1,1,76,280
Otsego Mut Fire Ins Co,1995,1996,2,43,7,0,76,280
Otsego Mut Fire Ins Co,1995,1997,3,54,34,0,76,280
Otsego Mut Fire Ins Co,1995,1998,4,59,42,0,76,280
Otsego Mut Fire Ins Co,1995,1999,5,99,52,0,76,280
Otsego Mut Fire Ins Co,1995,2000,6,94,86,0,76,280
Otsego Mut Fire Ins Co,1995,2001,7,100,96,0,76,280
Otsego Mut Fire Ins Co,1995,2002,8,97,97,0,76,280
Otsego Mut Fire Ins Co,1995,2003,9,97,97,0,76,280
Otsego Mut Fire Ins Co,1995,2004,10,97,97,0,76,280
Otsego Mut Fire Ins Co,1996,1996,1,42,2,18,83,280
Otsego Mut Fire Ins Co,1996,1997,2,84,48,13,83,280
Otsego Mut Fire Ins Co,1996,1998,3,100,57,0,83,280
Otsego Mut Fire Ins Co,1996,1999,4,107,75,0,83,280
Otsego Mut Fire Ins Co,1996,2000,5,117,86,0,83,280
Otsego Mut Fire Ins Co,1996,2001,6,120,89,0,83,280
Otsego Mut Fire Ins Co,1996,2002,7,131,130,0,83,280
Otsego Mut Fire Ins Co,1996,2003,8,131,131,0,83,280
Otsego Mut Fire Ins Co,1996,2004,9,131,131,0,83,280
Otsego Mut Fire Ins Co,1996,2005,10,131,131,0,83,280
Otsego Mut Fire Ins Co,1997,1997,1,42,1,32,84,280
Otsego Mut Fire Ins Co,1997,1998,2,10,3,0,84,280
Otsego Mut Fire Ins Co,1997,1999,3,10,4,0,84,280
Otsego Mut Fire Ins Co,1997,2000,4,15,15,0,84,280
Otsego Mut Fire Ins Co,1997,2001,5,15,15,0,84,280
Otsego Mut Fire Ins Co,1997,2002,6,15,15,0,84,280
Otsego Mut Fire Ins Co,1997,2003,7,15,15,0,84,280
Otsego Mut Fire Ins Co,1997,2004,8,15,15,0,84,280
Otsego Mut Fire Ins Co,1997,2005,9,15,15,0,84,280
Otsego Mut Fire Ins Co,1997,2006,10,15,15,0,84,280
Pennsylvania Lumbermens Mut Ins,1988,1988,1,6020,343,4350,7552,14478
Pennsylvania Lumbermens Mut Ins,1988,1989,2,6808,1071,3375,7552,14478
Pennsylvania Lumbermens Mut Ins,1988,1990,3,6888,1824,2151,7552,14478
Pennsylvania Lumbermens Mut Ins,1988,1991,4,6465,3099,638,7552,14478
Pennsylvania Lumbermens Mut Ins,1988,1992,5,6521,3983,420,7552,14478
Pennsylvania Lumbermens Mut Ins,1988,1993,6,6304,4671,300,7552,14478
Pennsylvania Lumbermens Mut Ins,1988,1994,7,5806,5056,0,7552,14478
Pennsylvania Lumbermens Mut Ins,1988,1995,8,5855,5181,0,7552,14478
Pennsylvania Lumbermens Mut Ins,1988,1996,9,5808,5299,0,7552,14478
Pennsylvania Lumbermens Mut Ins,1988,1997,10,5716,5346,0,7552,14478
Pennsylvania Lumbermens Mut Ins,1989,1989,1,7428,247,5812,8363,14478
Pennsylvania Lumbermens Mut Ins,1989,1990,2,7501,937,3327,8363,14478
Pennsylvania Lumbermens Mut Ins,1989,1991,3,6605,2192,2013,8363,14478
Pennsylvania Lumbermens Mut Ins,1989,1992,4,5724,3156,435,8363,14478
Pennsylvania Lumbermens Mut Ins,1989,1993,5,5469,3687,435,8363,14478
Pennsylvania Lumbermens Mut Ins,1989,1994,6,5353,4080,263,8363,14478
Pennsylvania Lumbermens Mut Ins,1989,1995,7,4907,4206,0,8363,14478
Pennsylvania Lumbermens Mut Ins,1989,1996,8,4767,4255,0,8363,14478
Pennsylvania Lumbermens Mut Ins,1989,1997,9,4706,4413,0,8363,14478
Pennsylvania Lumbermens Mut Ins,1989,1998,10,4696,4495,0,8363,14478
Pennsylvania Lumbermens Mut Ins,1990,1990,1,7331,333,5739,7319,14478
Pennsylvania Lumbermens Mut Ins,1990,1991,2,6652,866,4196,7319,14478
Pennsylvania Lumbermens Mut Ins,1990,1992,3,5692,1511,2100,7319,14478
Pennsylvania Lumbermens Mut Ins,1990,1993,4,5520,2124,1275,7319,14478
Pennsylvania Lumbermens Mut Ins,1990,1994,5,4625,2547,525,7319,14478
Pennsylvania Lumbermens Mut Ins,1990,1995,6,4454,3089,187,7319,14478
Pennsylvania Lumbermens Mut Ins,1990,1996,7,3984,3071,75,7319,14478
Pennsylvania Lumbermens Mut Ins,1990,1997,8,3705,3265,0,7319,14478
Pennsylvania Lumbermens Mut Ins,1990,1998,9,3598,3504,0,7319,14478
Pennsylvania Lumbermens Mut Ins,1990,1999,10,3588,3520,0,7319,14478
Pennsylvania Lumbermens Mut Ins,1991,1991,1,5438,243,3936,3427,14478
Pennsylvania Lumbermens Mut Ins,1991,1992,2,4674,652,2175,3427,14478
Pennsylvania Lumbermens Mut Ins,1991,1993,3,4675,1081,1050,3427,14478
Pennsylvania Lumbermens Mut Ins,1991,1994,4,4098,2070,600,3427,14478
Pennsylvania Lumbermens Mut Ins,1991,1995,5,4491,2915,375,3427,14478
Pennsylvania Lumbermens Mut Ins,1991,1996,6,4033,3264,75,3427,14478
Pennsylvania Lumbermens Mut Ins,1991,1997,7,4021,3440,0,3427,14478
Pennsylvania Lumbermens Mut Ins,1991,1998,8,3738,3502,0,3427,14478
Pennsylvania Lumbermens Mut Ins,1991,1999,9,3666,3619,0,3427,14478
Pennsylvania Lumbermens Mut Ins,1991,2000,10,3660,3647,0,3427,14478
Pennsylvania Lumbermens Mut Ins,1992,1992,1,5217,322,2773,5594,14478
Pennsylvania Lumbermens Mut Ins,1992,1993,2,4751,715,1215,5594,14478
Pennsylvania Lumbermens Mut Ins,1992,1994,3,4129,2078,672,5594,14478
Pennsylvania Lumbermens Mut Ins,1992,1995,4,4114,2800,300,5594,14478
Pennsylvania Lumbermens Mut Ins,1992,1996,5,3813,3231,150,5594,14478
Pennsylvania Lumbermens Mut Ins,1992,1997,6,3753,3361,75,5594,14478
Pennsylvania Lumbermens Mut Ins,1992,1998,7,3620,3460,0,5594,14478
Pennsylvania Lumbermens Mut Ins,1992,1999,8,3644,3525,0,5594,14478
Pennsylvania Lumbermens Mut Ins,1992,2000,9,3665,3633,0,5594,14478
Pennsylvania Lumbermens Mut Ins,1992,2001,10,3645,3613,0,5594,14478
Pennsylvania Lumbermens Mut Ins,1993,1993,1,4336,276,3030,4687,14478
Pennsylvania Lumbermens Mut Ins,1993,1994,2,4078,675,1965,4687,14478
Pennsylvania Lumbermens Mut Ins,1993,1995,3,3691,1248,1084,4687,14478
Pennsylvania Lumbermens Mut Ins,1993,1996,4,4100,1627,785,4687,14478
Pennsylvania Lumbermens Mut Ins,1993,1997,5,3469,2365,375,4687,14478
Pennsylvania Lumbermens Mut Ins,1993,1998,6,3411,2749,34,4687,14478
Pennsylvania Lumbermens Mut Ins,1993,1999,7,3305,2923,0,4687,14478
Pennsylvania Lumbermens Mut Ins,1993,2000,8,3535,3068,0,4687,14478
Pennsylvania Lumbermens Mut Ins,1993,2001,9,3502,3194,0,4687,14478
Pennsylvania Lumbermens Mut Ins,1993,2002,10,3426,3301,0,4687,14478
Pennsylvania Lumbermens Mut Ins,1994,1994,1,4562,387,2393,5136,14478
Pennsylvania Lumbermens Mut Ins,1994,1995,2,4770,1244,1702,5136,14478
Pennsylvania Lumbermens Mut Ins,1994,1996,3,4358,2401,577,5136,14478
Pennsylvania Lumbermens Mut Ins,1994,1997,4,5033,3313,262,5136,14478
Pennsylvania Lumbermens Mut Ins,1994,1998,5,4737,3882,34,5136,14478
Pennsylvania Lumbermens Mut Ins,1994,1999,6,4586,4180,0,5136,14478
Pennsylvania Lumbermens Mut Ins,1994,2000,7,4442,4441,0,5136,14478
Pennsylvania Lumbermens Mut Ins,1994,2001,8,4442,4442,0,5136,14478
Pennsylvania Lumbermens Mut Ins,1994,2002,9,4442,4442,0,5136,14478
Pennsylvania Lumbermens Mut Ins,1994,2003,10,4442,4442,0,5136,14478
Pennsylvania Lumbermens Mut Ins,1995,1995,1,3851,283,2880,4478,14478
Pennsylvania Lumbermens Mut Ins,1995,1996,2,3582,508,2205,4478,14478
Pennsylvania Lumbermens Mut Ins,1995,1997,3,3839,1089,1463,4478,14478
Pennsylvania Lumbermens Mut Ins,1995,1998,4,3465,1921,343,4478,14478
Pennsylvania Lumbermens Mut Ins,1995,1999,5,3792,2738,69,4478,14478
Pennsylvania Lumbermens Mut Ins,1995,2000,6,3789,3353,0,4478,14478
Pennsylvania Lumbermens Mut Ins,1995,2001,7,3937,3612,0,4478,14478
Pennsylvania Lumbermens Mut Ins,1995,2002,8,3923,3642,0,4478,14478
Pennsylvania Lumbermens Mut Ins,1995,2003,9,3950,3653,0,4478,14478
Pennsylvania Lumbermens Mut Ins,1995,2004,10,3847,3847,0,4478,14478
Pennsylvania Lumbermens Mut Ins,1996,1996,1,4072,363,2813,4218,14478
Pennsylvania Lumbermens Mut Ins,1996,1997,2,3515,815,1650,4218,14478
Pennsylvania Lumbermens Mut Ins,1996,1998,3,3150,1325,754,4218,14478
Pennsylvania Lumbermens Mut Ins,1996,1999,4,2684,1800,275,4218,14478
Pennsylvania Lumbermens Mut Ins,1996,2000,5,2353,2228,0,4218,14478
Pennsylvania Lumbermens Mut Ins,1996,2001,6,2359,2280,0,4218,14478
Pennsylvania Lumbermens Mut Ins,1996,2002,7,2333,2321,0,4218,14478
Pennsylvania Lumbermens Mut Ins,1996,2003,8,2342,2342,0,4218,14478
Pennsylvania Lumbermens Mut Ins,1996,2004,9,2342,2342,0,4218,14478
Pennsylvania Lumbermens Mut Ins,1996,2005,10,2342,2342,0,4218,14478
Pennsylvania Lumbermens Mut Ins,1997,1997,1,3876,349,2850,4566,14478
Pennsylvania Lumbermens Mut Ins,1997,1998,2,3621,595,2329,4566,14478
Pennsylvania Lumbermens Mut Ins,1997,1999,3,3136,1038,1649,4566,14478
Pennsylvania Lumbermens Mut Ins,1997,2000,4,2289,1481,474,4566,14478
Pennsylvania Lumbermens Mut Ins,1997,2001,5,2212,1661,136,4566,14478
Pennsylvania Lumbermens Mut Ins,1997,2002,6,2138,1964,132,4566,14478
Pennsylvania Lumbermens Mut Ins,1997,2003,7,2218,1968,0,4566,14478
Pennsylvania Lumbermens Mut Ins,1997,2004,8,2085,2066,0,4566,14478
Pennsylvania Lumbermens Mut Ins,1997,2005,9,2091,2072,0,4566,14478
Pennsylvania Lumbermens Mut Ins,1997,2006,10,2094,2072,3,4566,14478
Preferred Mut Ins Co,1988,1988,1,1738,108,345,2342,8099
Preferred Mut Ins Co,1988,1989,2,1485,267,153,2342,8099
Preferred Mut Ins Co,1988,1990,3,1721,489,13,2342,8099
Preferred Mut Ins Co,1988,1991,4,1566,730,0,2342,8099
Preferred Mut Ins Co,1988,1992,5,1596,883,0,2342,8099
Preferred Mut Ins Co,1988,1993,6,1631,1041,0,2342,8099
Preferred Mut Ins Co,1988,1994,7,1379,1074,0,2342,8099
Preferred Mut Ins Co,1988,1995,8,1227,1156,0,2342,8099
Preferred Mut Ins Co,1988,1996,9,1205,1197,0,2342,8099
Preferred Mut Ins Co,1988,1997,10,1198,1198,0,2342,8099
Preferred Mut Ins Co,1989,1989,1,1505,81,429,2569,8099
Preferred Mut Ins Co,1989,1990,2,2172,452,53,2569,8099
Preferred Mut Ins Co,1989,1991,3,2145,654,40,2569,8099
Preferred Mut Ins Co,1989,1992,4,1995,1048,0,2569,8099
Preferred Mut Ins Co,1989,1993,5,1869,1265,0,2569,8099
Preferred Mut Ins Co,1989,1994,6,1817,1274,0,2569,8099
Preferred Mut Ins Co,1989,1995,7,1634,1368,0,2569,8099
Preferred Mut Ins Co,1989,1996,8,1509,1402,0,2569,8099
Preferred Mut Ins Co,1989,1997,9,1516,1370,0,2569,8099
Preferred Mut Ins Co,1989,1998,10,1502,1407,0,2569,8099
Preferred Mut Ins Co,1990,1990,1,2147,110,1360,3142,8099
Preferred Mut Ins Co,1990,1991,2,2130,263,351,3142,8099
Preferred Mut Ins Co,1990,1992,3,2182,441,419,3142,8099
Preferred Mut Ins Co,1990,1993,4,1708,693,0,3142,8099
Preferred Mut Ins Co,1990,1994,5,1609,912,0,3142,8099
Preferred Mut Ins Co,1990,1995,6,1385,1168,0,3142,8099
Preferred Mut Ins Co,1990,1996,7,1355,1182,0,3142,8099
Preferred Mut Ins Co,1990,1997,8,1281,1234,0,3142,8099
Preferred Mut Ins Co,1990,1998,9,1327,1240,0,3142,8099
Preferred Mut Ins Co,1990,1999,10,1275,1259,0,3142,8099
Preferred Mut Ins Co,1991,1991,1,1885,131,720,2954,8099
Preferred Mut Ins Co,1991,1992,2,2029,444,726,2954,8099
Preferred Mut Ins Co,1991,1993,3,1851,729,326,2954,8099
Preferred Mut Ins Co,1991,1994,4,1412,1025,0,2954,8099
Preferred Mut Ins Co,1991,1995,5,1469,1085,0,2954,8099
Preferred Mut Ins Co,1991,1996,6,1304,1242,0,2954,8099
Preferred Mut Ins Co,1991,1997,7,1363,1257,0,2954,8099
Preferred Mut Ins Co,1991,1998,8,1320,1294,0,2954,8099
Preferred Mut Ins Co,1991,1999,9,1312,1310,0,2954,8099
Preferred Mut Ins Co,1991,2000,10,1306,1310,0,2954,8099
Preferred Mut Ins Co,1992,1992,1,1889,133,1014,2756,8099
Preferred Mut Ins Co,1992,1993,2,2148,326,379,2756,8099
Preferred Mut Ins Co,1992,1994,3,2027,759,75,2756,8099
Preferred Mut Ins Co,1992,1995,4,1630,1061,0,2756,8099
Preferred Mut Ins Co,1992,1996,5,1673,1252,0,2756,8099
Preferred Mut Ins Co,1992,1997,6,1561,1317,0,2756,8099
Preferred Mut Ins Co,1992,1998,7,1447,1370,0,2756,8099
Preferred Mut Ins Co,1992,1999,8,1427,1373,0,2756,8099
Preferred Mut Ins Co,1992,2000,9,1441,1440,0,2756,8099
Preferred Mut Ins Co,1992,2001,10,1441,1440,0,2756,8099
Preferred Mut Ins Co,1993,1993,1,2762,313,817,2939,8099
Preferred Mut Ins Co,1993,1994,2,3018,927,377,2939,8099
Preferred Mut Ins Co,1993,1995,3,2852,1308,73,2939,8099
Preferred Mut Ins Co,1993,1996,4,2279,1719,0,2939,8099
Preferred Mut Ins Co,1993,1997,5,2320,1891,0,2939,8099
Preferred Mut Ins Co,1993,1998,6,2280,2051,37,2939,8099
Preferred Mut Ins Co,1993,1999,7,2166,2087,0,2939,8099
Preferred Mut Ins Co,1993,2000,8,2126,2110,0,2939,8099
Preferred Mut Ins Co,1993,2001,9,2111,2111,0,2939,8099
Preferred Mut Ins Co,1993,2002,10,2111,2111,0,2939,8099
Preferred Mut Ins Co,1994,1994,1,4193,582,1055,2907,8099
Preferred Mut Ins Co,1994,1995,2,3903,1509,363,2907,8099
Preferred Mut Ins Co,1994,1996,3,3089,1907,64,2907,8099
Preferred Mut Ins Co,1994,1997,4,3071,2173,0,2907,8099
Preferred Mut Ins Co,1994,1998,5,2952,2346,52,2907,8099
Preferred Mut Ins Co,1994,1999,6,2959,2627,12,2907,8099
Preferred Mut Ins Co,1994,2000,7,2870,2703,0,2907,8099
Preferred Mut Ins Co,1994,2001,8,2880,2710,0,2907,8099
Preferred Mut Ins Co,1994,2002,9,2852,2785,0,2907,8099
Preferred Mut Ins Co,1994,2003,10,2855,2789,0,2907,8099
Preferred Mut Ins Co,1995,1995,1,3780,358,1018,2850,8099
Preferred Mut Ins Co,1995,1996,2,2627,951,321,2850,8099
Preferred Mut Ins Co,1995,1997,3,2213,1358,65,2850,8099
Preferred Mut Ins Co,1995,1998,4,2133,1596,111,2850,8099
Preferred Mut Ins Co,1995,1999,5,2020,1685,12,2850,8099
Preferred Mut Ins Co,1995,2000,6,1962,1746,23,2850,8099
Preferred Mut Ins Co,1995,2001,7,1876,1797,0,2850,8099
Preferred Mut Ins Co,1995,2002,8,1872,1815,0,2850,8099
Preferred Mut Ins Co,1995,2003,9,1911,1827,0,2850,8099
Preferred Mut Ins Co,1995,2004,10,1924,1836,0,2850,8099
Preferred Mut Ins Co,1996,1996,1,3444,546,898,2863,8099
Preferred Mut Ins Co,1996,1997,2,3562,1006,312,2863,8099
Preferred Mut Ins Co,1996,1998,3,3608,1598,307,2863,8099
Preferred Mut Ins Co,1996,1999,4,3528,2097,117,2863,8099
Preferred Mut Ins Co,1996,2000,5,3026,2504,17,2863,8099
Preferred Mut Ins Co,1996,2001,6,3016,2578,13,2863,8099
Preferred Mut Ins Co,1996,2002,7,2928,2807,0,2863,8099
Preferred Mut Ins Co,1996,2003,8,2919,2808,0,2863,8099
Preferred Mut Ins Co,1996,2004,9,2924,2808,0,2863,8099
Preferred Mut Ins Co,1996,2005,10,2809,2809,0,2863,8099
Preferred Mut Ins Co,1997,1997,1,2813,439,916,3304,8099
Preferred Mut Ins Co,1997,1998,2,2426,864,381,3304,8099
Preferred Mut Ins Co,1997,1999,3,1985,1308,153,3304,8099
Preferred Mut Ins Co,1997,2000,4,1850,1445,2,3304,8099
Preferred Mut Ins Co,1997,2001,5,2452,1581,480,3304,8099
Preferred Mut Ins Co,1997,2002,6,1767,1665,12,3304,8099
Preferred Mut Ins Co,1997,2003,7,1769,1677,0,3304,8099
Preferred Mut Ins Co,1997,2004,8,1804,1781,0,3304,8099
Preferred Mut Ins Co,1997,2005,9,1783,1782,1,3304,8099
Preferred Mut Ins Co,1997,2006,10,1782,1782,0,3304,8099
Security Mut Ins Co,1988,1988,1,104,13,5,204,811
Security Mut Ins Co,1988,1989,2,71,29,0,204,811
Security Mut Ins Co,1988,1990,3,105,75,0,204,811
Security Mut Ins Co,1988,1991,4,121,95,4,204,811
Security Mut Ins Co,1988,1992,5,123,102,5,204,811
Security Mut Ins Co,1988,1993,6,117,106,0,204,811
Security Mut Ins Co,1988,1994,7,114,106,4,204,811
Security Mut Ins Co,1988,1995,8,110,106,0,204,811
Security Mut Ins Co,1988,1996,9,111,106,0,204,811
Security Mut Ins Co,1988,1997,10,111,107,0,204,811
Security Mut Ins Co,1989,1989,1,33,3,12,198,811
Security Mut Ins Co,1989,1990,2,51,20,0,198,811
Security Mut Ins Co,1989,1991,3,124,42,37,198,811
Security Mut Ins Co,1989,1992,4,143,59,5,198,811
Security Mut Ins Co,1989,1993,5,158,129,0,198,811
Security Mut Ins Co,1989,1994,6,153,148,5,198,811
Security Mut Ins Co,1989,1995,7,152,148,4,198,811
Security Mut Ins Co,1989,1996,8,148,148,0,198,811
Security Mut Ins Co,1989,1997,9,148,148,0,198,811
Security Mut Ins Co,1989,1998,10,148,148,0,198,811
Security Mut Ins Co,1990,1990,1,53,5,17,191,811
Security Mut Ins Co,1990,1991,2,165,34,71,191,811
Security Mut Ins Co,1990,1992,3,139,53,25,191,811
Security Mut Ins Co,1990,1993,4,124,83,0,191,811
Security Mut Ins Co,1990,1994,5,134,103,2,191,811
Security Mut Ins Co,1990,1995,6,136,105,2,191,811
Security Mut Ins Co,1990,1996,7,146,138,7,191,811
Security Mut Ins Co,1990,1997,8,147,138,8,191,811
Security Mut Ins Co,1990,1998,9,139,139,0,191,811
Security Mut Ins Co,1990,1999,10,139,139,0,191,811
Security Mut Ins Co,1991,1991,1,278,4,148,195,811
Security Mut Ins Co,1991,1992,2,194,45,20,195,811
Security Mut Ins Co,1991,1993,3,244,100,41,195,811
Security Mut Ins Co,1991,1994,4,216,120,8,195,811
Security Mut Ins Co,1991,1995,5,164,150,5,195,811
Security Mut Ins Co,1991,1996,6,190,160,13,195,811
Security Mut Ins Co,1991,1997,7,186,165,8,195,811
Security Mut Ins Co,1991,1998,8,174,165,0,195,811
Security Mut Ins Co,1991,1999,9,167,165,0,195,811
Security Mut Ins Co,1991,2000,10,167,167,0,195,811
Security Mut Ins Co,1992,1992,1,201,33,105,212,811
Security Mut Ins Co,1992,1993,2,153,57,36,212,811
Security Mut Ins Co,1992,1994,3,212,85,46,212,811
Security Mut Ins Co,1992,1995,4,228,177,5,212,811
Security Mut Ins Co,1992,1996,5,230,182,3,212,811
Security Mut Ins Co,1992,1997,6,285,189,0,212,811
Security Mut Ins Co,1992,1998,7,308,287,0,212,811
Security Mut Ins Co,1992,1999,8,307,300,0,212,811
Security Mut Ins Co,1992,2000,9,308,305,0,212,811
Security Mut Ins Co,1992,2001,10,306,305,0,212,811
Security Mut Ins Co,1993,1993,1,156,4,120,221,811
Security Mut Ins Co,1993,1994,2,132,21,64,221,811
Security Mut Ins Co,1993,1995,3,158,39,30,221,811
Security Mut Ins Co,1993,1996,4,157,97,7,221,811
Security Mut Ins Co,1993,1997,5,178,146,0,221,811
Security Mut Ins Co,1993,1998,6,215,194,0,221,811
Security Mut Ins Co,1993,1999,7,214,198,0,221,811
Security Mut Ins Co,1993,2000,8,228,203,0,221,811
Security Mut Ins Co,1993,2001,9,230,226,0,221,811
Security Mut Ins Co,1993,2002,10,257,230,0,221,811
Security Mut Ins Co,1994,1994,1,184,8,127,225,811
Security Mut Ins Co,1994,1995,2,184,59,82,225,811
Security Mut Ins Co,1994,1996,3,170,76,58,225,811
Security Mut Ins Co,1994,1997,4,164,104,19,225,811
Security Mut Ins Co,1994,1998,5,181,113,5,225,811
Security Mut Ins Co,1994,1999,6,283,206,0,225,811
Security Mut Ins Co,1994,2000,7,305,267,0,225,811
